,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN,component 1,component 2,component 3,K-means PCA,Segment
12417,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2023-03-10,0.5,15.7,20.6,11.5,4.153753738216924,0.6995026634553765,-1.9244338434871733,1,Wind
8379,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2022-09-22,0.0,13.2,22.4,0.9,8.643075884587978,-5.658034321625143,4.675270643019668,1,Wind
2881,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2022-08-02,0.3,14.6,19.0,11.4,5.900439449143355,0.8260599121734465,-2.3481334060515504,1,Wind
5054,SF001771780,"BARKLY EAST, SF",-30.933,27.6,1819.0,2022-12-25,2.0,14.9,25.4,9.7,1.5706422052989597,-0.7237144373595739,2.5804821868557695,1,Wind
2075,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-07-16,0.0,11.4,22.1,5.6,7.4309125057395065,-3.7524671741320126,3.0995028411396,1,Wind
11563,SF001753710,"ALIWAL NORTH, SF",-30.8,26.883,1351.0,2022-11-19,0.0,15.0,30.5,8.5,-1.988231297762391,-4.589300700255165,4.520958423120597,1,Wind
11924,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2023-04-08,0.0,18.2,21.0,14.4,1.4696847028481665,1.9803280764837032,-4.415306787576551,1,Wind
5388,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2023-04-08,0.0,12.9,16.7,8.0,9.967279411657856,-0.5173184515152683,-1.4027902221458042,1,Wind
9117,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2022-07-14,0.0,7.2,22.0,0.9,11.386422173274035,-6.690328175229153,7.001945153954635,1,Wind
8590,SF001344780,"CALVINIA, SF",-31.467,19.767,975.0,2022-08-18,6.1,7.8,12.4,5.8,16.607987990589013,3.811695082724193,3.1647316622616506,1,Wind
3154,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2022-07-24,0.0,8.8,23.3,0.2,10.03878036026664,-7.143138295548453,7.315380680743558,1,Wind
12221,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2022-08-14,7.1,11.9,15.2,9.0,11.28798244434511,5.918341215001531,1.9669278794344471,1,Wind
6232,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2023-04-09,0.0,12.9,22.4,10.4,4.364158820896448,-1.363013633917219,0.3915404338409565,1,Wind
11706,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-09-02,0.0,15.6,26.8,0.0,4.621594711265245,-7.104741666373596,6.325934529819067,1,Wind
8870,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2022-08-12,0.0,13.3,22.9,7.5,5.15155112886812,-2.784703087471698,1.8242463942975156,1,Wind
2232,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-12-20,21.1,15.2,23.7,11.9,2.300371650279149,16.14994358144849,11.803383337440845,1,Wind
1789,SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0,2022-07-16,0.0,8.0,22.0,-2.2,12.498563505000089,-7.955088635889312,8.103648293564596,1,Wind
11563,SF001753710,"ALIWAL NORTH, SF",-30.8,26.883,1351.0,2022-11-19,0.0,15.0,30.5,8.5,-1.988231297762391,-4.589300700255165,4.520958423120597,1,Wind
9391,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2022-08-05,0.0,13.3,19.7,8.1,7.395157036395369,-1.4175274819577373,-0.08714123620268693,1,Wind
5282,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-12-22,1.0,12.6,15.5,10.8,9.7650999937142,1.9141635147152385,-2.6000484791132212,1,Wind
12175,SF000068438,"KIMBERLEY, SF",-28.8,24.767,1196.0,2023-04-11,0.0,12.6,22.9,2.4,7.797115679775612,-5.258187154934131,4.4871222751607025,1,Wind
493,SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500.0,2022-07-02,0.0,13.1,17.9,2.3,11.58096536011319,-3.50001734022495,1.7713285868122397,1,Wind
10670,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-09-01,0.0,17.1,25.2,11.2,0.08756482998908945,-1.1339239799750902,-0.32265791972681684,1,Wind
8880,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2022-08-22,0.0,11.2,22.2,1.9,9.146864246699876,-5.521118554635339,4.952572359113934,1,Wind
7338,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2022-08-21,0.0,12.0,21.2,-0.9,10.908023314215372,-6.307082486196609,5.404739991949066,1,Wind
3981,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-11-09,0.0,15.2,24.0,12.6,1.1535824496673208,-0.45290541450721744,-0.783495264344701,1,Wind
7295,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2022-07-06,0.0,11.3,21.7,3.2,8.898232940118534,-4.735241931866129,4.0517502441830535,1,Wind
2612,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-08-16,0.0,12.2,21.4,2.7,9.001998173434872,-4.686652655745237,3.7511735146510463,1,Wind
11228,SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0,2022-09-07,0.0,14.0,25.6,2.7,4.96405480460466,-5.769545160539051,5.135047659002411,1,Wind
5132,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-25,15.0,8.4,12.3,6.9,16.18170235270952,11.562006906616798,7.586619303853726,1,Wind
3347,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2022-07-14,3.0,13.8,17.5,0.0,12.761553019718045,-1.8894785840613118,4.104879296738652,1,Wind
7808,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2022-07-06,0.0,10.1,18.1,3.7,11.988979430802836,-3.511128997678234,2.4888369711217115,1,Wind
5126,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-19,54.1,11.2,12.7,8.6,15.032151766491365,43.92107314824501,28.826465834234767,1,Wind
983,SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0,2022-07-05,0.0,18.8,24.8,5.1,2.5402491605341955,-3.4616111161441645,1.5880392665722682,1,Wind
4117,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2023-03-27,0.0,13.4,19.5,8.4,7.373325212496418,-1.1923056282467002,-0.3706453325091275,1,Wind
9862,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-07-01,0.0,19.3,25.5,8.9,0.02619011260615151,-1.8617477854932403,-0.029782062369641125,1,Wind
4158,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-07-25,0.5,3.5,11.9,-3.6,22.940590807903774,-5.627340216226831,5.79219697069635,1,Wind
8217,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2023-01-06,7.1,11.0,17.1,8.9,10.201371884765996,5.048686396454921,3.3624700835325965,1,Wind
281,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2022-08-16,0.0,16.8,26.4,7.7,0.8845745220524048,-3.205854558562027,2.041033725073465,1,Wind
3892,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-08-10,0.0,13.0,22.1,9.8,4.8379974158290535,-1.5160931202693837,0.47482493073676163,1,Wind
3407,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2022-09-12,0.0,12.7,17.2,6.0,10.580614451463994,-1.643456823001137,-0.13482123464552095,1,Wind
3374,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2022-08-10,1.0,12.9,20.6,11.9,5.115506532928791,0.7359638025423123,-0.6349046103948092,1,Wind
3897,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-08-15,4.1,7.6,13.7,4.2,16.350105511867064,1.0013754983027219,3.478439826433729,1,Wind
11232,SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0,2022-09-12,0.0,12.1,21.6,1.0,9.672298925671086,-5.553437294577057,4.684612021099014,1,Wind
5376,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2023-03-27,0.0,13.9,17.5,10.9,7.588949364622484,0.7333815619677639,-2.762668525886919,1,Wind
2393,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2022-08-28,0.0,12.4,21.4,3.6,8.50418675282001,-4.235258724426485,3.24899920170564,1,Wind
2701,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-11-13,18.0,16.1,24.9,9.6,1.9698009972615993,12.390321992272872,11.279828983905475,1,Wind
7625,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-10-17,1.0,19.6,25.1,0.0,4.3701622622261445,-4.948070560950061,4.359687466963732,1,Wind
6392,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-12-05,0.0,8.8,12.6,6.2,15.690964197455905,-0.7414724552710612,-0.9298756733862941,1,Wind
5201,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-10-02,0.0,9.5,12.7,7.1,14.912008895231187,-0.2268086221139851,-1.5919219390790282,1,Wind
5993,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2022-08-02,0.0,10.7,21.7,3.1,9.187367763622477,-4.897949982026648,4.351252135613582,1,Wind
10908,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-07-31,0.0,7.5,15.1,0.9,16.702044372808555,-4.276787459692306,3.354585603993075,1,Wind
12208,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2022-08-01,0.0,11.1,15.7,7.8,11.576340036293024,-0.6182978993437629,-1.0609722817516887,1,Wind
8132,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-09-14,0.0,16.2,20.8,10.2,4.382071941641341,-0.2657036441179661,-1.723962976670906,1,Wind
9927,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-09-05,0.0,12.8,25.6,9.1,2.4852566465939976,-3.0704509881478392,2.6700749369105643,1,Wind
8077,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-07-21,0.0,9.6,19.6,3.9,10.91672431281433,-4.028857136158976,3.3722833069257425,1,Wind
8123,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-09-05,0.0,16.8,27.3,8.4,-0.14883776907749327,-3.1922600764887727,2.175303982715612,1,Wind
3575,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-02-27,0.0,22.4,29.6,0.0,-0.33664660176684114,-6.735770058151809,4.886455912796063,1,Wind
8622,SF001344780,"CALVINIA, SF",-31.467,19.767,975.0,2022-09-19,0.0,10.4,15.3,4.8,13.56439134001073,-1.9929102733529656,0.42289644491569833,1,Wind
6500,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-03-24,0.5,9.3,13.8,4.4,15.3906832790388,-1.4799122012475538,0.6013666508524214,1,Wind
2611,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-08-15,0.0,5.3,15.0,-4.0,19.940807077553664,-6.916693164109913,6.506282339712639,1,Wind
5138,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-31,3.0,14.7,15.9,11.5,8.331381125278039,4.1019347050683255,-2.429906807131421,1,Wind
7829,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2022-08-02,0.0,10.6,19.5,3.0,11.007702041084231,-4.212354914659498,3.317275225141571,1,Wind
2094,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-08-04,0.0,13.3,22.4,6.8,5.869773274681901,-2.9348250853170126,1.8940816756388843,1,Wind
7678,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-12-09,0.0,21.4,26.6,0.0,2.4319721786656916,-5.906617251424032,3.777461045406112,1,Wind
5442,SF002760720,"VIOOLSDRIF, SF",-28.7,17.6,168.0,2022-08-19,0.0,15.2,22.5,8.8,4.095675442946769,-1.6823119328326805,0.2152166491369707,1,Wind
10869,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2023-04-04,0.0,18.1,28.5,7.8,-1.3425934477543116,-3.6235534731109498,2.517828240815903,1,Wind
2153,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-10-02,0.3,17.8,26.2,0.0,4.212390068687985,-6.232218082135144,5.26833998970476,1,Wind
7666,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-11-27,0.0,17.1,22.6,0.0,7.324052201241983,-5.378997408422944,3.5501313580125364,1,Wind
5359,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2023-03-10,0.0,12.7,15.9,9.0,10.215406148732942,0.1750349999454455,-2.1908808295023543,1,Wind
11405,SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0,2023-03-08,0.0,17.4,24.8,10.9,0.4203047956375515,-1.076433135402966,-0.5140308018902137,1,Wind
1865,SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0,2022-09-30,0.0,21.7,30.7,0.0,-0.9201346179930009,-7.247583219618847,5.743003817491217,1,Wind
5167,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-08-29,0.0,11.7,13.7,7.9,12.863155939369666,0.22704772967705927,-2.3810018680997924,1,Wind
861,SF000798110,"DOHNE, SF",-32.517,27.467,900.0,2022-11-02,0.3,15.1,22.7,10.1,3.3847339788587694,-0.9351546998346411,-0.06754498424439824,1,Wind
10167,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-07-26,0.0,12.3,26.0,2.6,5.38316144241031,-6.283064644190578,6.102631431901509,1,Wind
4869,SFM00068461,"BETHLEHEM, SF",-28.248,28.336,1695.0,2023-02-10,1.0,15.6,20.2,14.7,3.0410885570539015,2.681586504775166,-3.2777299921246916,1,Wind
7867,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2022-09-13,0.0,13.3,22.6,3.3,7.333350522867007,-4.6069958060049965,3.6209704704844565,1,Wind
10164,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-07-23,2.0,10.9,20.5,9.0,7.37472671183665,-0.15124800796293714,2.0923432393241264,1,Wind
5122,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-07-15,0.0,8.8,14.4,4.4,15.106354308538435,-2.180712714257767,0.8242292079357726,1,Wind
6475,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-02-26,3.0,7.8,12.2,3.8,17.605848640182522,0.4920743330131089,2.1671532704557053,1,Wind
3151,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2022-07-21,0.0,11.1,23.6,3.5,7.343060660478467,-5.2852306044272135,4.9663392300359925,1,Wind
4241,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-10-25,0.0,15.9,24.8,10.9,1.0273438314800365,-1.3686384777469829,0.11866421058940607,1,Wind
10976,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-10-07,0.0,17.8,25.9,9.8,-0.09883387937000754,-1.8780474246031016,0.3892035111453697,1,Wind
6544,SF001485170,"JAMESTOWN, SF",-31.117,26.8,1603.0,2022-07-25,0.0,4.3,15.5,-3.7,19.812554458969334,-7.14467838071893,7.043939279112409,1,Wind
5380,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2023-03-31,10.9,16.4,19.9,14.0,3.5529854143392274,10.51147127799547,2.381763678644848,1,Wind
2399,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2022-09-07,0.0,14.6,25.0,6.0,3.665490505732569,-3.935616613587228,3.0438230930588404,1,Wind
6299,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2022-09-03,7.1,5.9,11.8,1.1,20.05447234709091,2.2897565850778543,6.4302978766487975,1,Wind
6451,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-02-02,7.9,10.8,13.8,9.0,12.858534069060568,6.81967553619805,2.1872453776934035,1,Wind
4731,SFM00068461,"BETHLEHEM, SF",-28.248,28.336,1695.0,2022-08-26,0.0,14.0,26.1,2.0,4.894301587128147,-6.260985947814518,5.715146787802569,1,Wind
108,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2022-10-26,0.0,17.3,21.5,10.7,3.1537311818855756,-0.061213312885560665,-2.0628740581282123,1,Wind
8361,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2022-09-01,0.0,10.2,20.1,-0.1,12.132689383510092,-5.91567092285296,5.231292683210502,1,Wind
513,SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500.0,2022-07-22,0.0,15.7,19.4,6.7,7.308756116371748,-1.4891660824990447,-0.6025980002661907,1,Wind
3671,SF000414170,"MALMESBURY, SF",-33.467,18.717,102.0,2022-08-23,0.0,14.6,29.9,4.8,0.36024173561351164,-6.157989640469923,6.101202582871064,1,Wind
9371,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2022-07-16,0.0,10.1,25.7,3.5,6.093005088130513,-6.196803623793208,6.45968998468586,1,Wind
4447,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-08-28,0.0,16.4,29.4,4.9,-0.02053663491927296,-5.590857921719113,5.040412757727446,1,Wind
2974,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2022-11-03,0.0,17.1,24.4,12.7,0.023156983117108586,-0.1734802500872756,-1.427227294274053,1,Wind
281,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2022-08-16,0.0,16.8,26.4,7.7,0.8845745220524048,-3.205854558562027,2.041033725073465,1,Wind
497,SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500.0,2022-07-06,0.0,16.6,21.5,7.6,4.872911549454111,-1.6181791158897356,-0.3284759060386315,1,Wind
2070,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-07-11,0.0,13.6,22.1,2.8,7.837526443178396,-4.607024908935681,3.471418976452541,1,Wind
5004,SF001771780,"BARKLY EAST, SF",-30.933,27.6,1819.0,2022-09-30,3.0,15.7,23.9,11.8,1.4839279008932038,1.7036656908585333,1.0911356382364261,1,Wind
2084,SF002394820,"CEDARA, SF",-29.533,30.283,1071.0,2022-07-25,0.3,7.5,15.5,2.0,15.885676985340222,-3.6700654548698552,3.2245448454821837,1,Wind
9407,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2022-08-21,0.0,10.2,20.5,2.1,10.798476636521132,-5.0440283477209364,4.4140727205430474,1,Wind
890,SF000798110,"DOHNE, SF",-32.517,27.467,900.0,2022-12-20,0.3,16.3,24.3,10.7,1.3604269139186258,-0.9725450097101922,-0.03582215692611522,1,Wind
11202,SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0,2022-08-12,0.0,9.5,20.7,5.0,9.580909381414754,-3.919703115236366,3.465090455803563,1,Wind
8689,SF001344780,"CALVINIA, SF",-31.467,19.767,975.0,2022-11-25,0.0,17.4,25.0,4.6,3.1808199004971964,-4.03172942633251,2.512726813238407,1,Wind
11254,SF001130250,"FRASERBURG, SF",-31.917,21.517,1268.0,2022-10-05,0.0,18.4,27.2,4.5,1.0889006198638453,-4.633653114739077,3.259934489100008,1,Wind
10957,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-09-18,0.0,12.3,21.6,10.1,5.376312353366516,-1.3443184789794447,0.37567902018181626,1,Wind
5240,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-11-10,0.8,12.6,16.6,10.0,9.263324728307653,1.0126625571304544,-1.7850447909531604,1,Wind
9153,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2022-08-20,0.0,9.0,19.0,-1.7,14.22620085847457,-6.507199139921613,5.918940644008416,1,Wind
3888,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-08-06,0.0,10.3,21.2,7.4,7.751506527313535,-2.8346977433513882,2.268611765015496,1,Wind
8322,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2022-07-24,0.0,6.7,13.4,0.5,18.550633479519167,-4.035692019802844,3.0102699490569877,1,Wind
10230,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-09-27,0.0,16.2,27.7,6.4,0.7051718832823392,-4.3621879936567,3.5609652554645845,1,Wind
7693,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-12-24,0.0,18.4,22.5,0.0,6.876749239840861,-5.091620899448447,2.9507692957843217,1,Wind
7817,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2022-07-15,0.0,13.8,21.7,2.0,8.44233172371776,-4.798143986634387,3.5543451939811836,1,Wind
756,SF000798110,"DOHNE, SF",-32.517,27.467,900.0,2022-07-12,0.0,10.3,18.0,4.8,11.477327128183108,-2.9339513609706396,1.8427885005530642,1,Wind
5722,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2022-08-15,0.3,16.0,21.0,12.3,3.3410460732739233,0.8285805385071108,-2.3359360340630784,1,Wind
530,SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500.0,2022-08-12,0.0,19.9,24.9,8.8,0.30247892541028193,-1.5859002881204556,-0.5425944893980817,1,Wind
10397,SF003605120,"TAUNG, SF",-27.55,24.767,1100.0,2022-07-28,0.0,16.2,26.7,7.5,0.9836359457362069,-3.5167841587745055,2.540038657180312,1,Wind
3675,SF000414170,"MALMESBURY, SF",-33.467,18.717,102.0,2022-08-27,0.0,11.4,18.1,7.9,9.517472148060877,-1.3331960122844102,-0.00930193678520101,1,Wind
4374,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2023-03-28,0.0,20.4,25.8,5.1,1.1047654923452526,-3.4912442070740317,1.4234284340527954,1,Wind
8885,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2022-08-27,0.0,13.9,22.1,8.6,5.029604504326935,-1.890680873537929,0.652294560513155,1,Wind
19,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2022-07-20,0.0,11.4,18.0,5.2,10.846888331897496,-2.536363790360043,1.1931166123132888,1,Wind
4251,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-11-04,0.0,15.4,23.5,11.1,2.16141973070435,-0.9306740058232997,-0.4266282264911723,1,Wind
10239,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-10-06,0.0,16.4,26.4,8.0,0.9074939707762256,-3.1462982435183595,2.0704807357519903,1,Wind
7341,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2022-08-24,0.0,13.7,23.0,5.2,5.976218327154226,-3.794909545916639,2.774303497138478,1,Wind
12380,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2023-01-30,0.0,17.7,22.6,12.5,1.2913354410365334,0.4661238813787765,-2.505932451814356,1,Wind
811,SF000798110,"DOHNE, SF",-32.517,27.467,900.0,2022-09-12,0.0,10.1,20.8,6.7,8.471869674910618,-3.0579123324522555,2.473832766100029,1,Wind
7707,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2023-01-07,1.0,17.9,23.0,11.5,1.3861790448915967,0.7075128628316896,-1.3335592056710641,1,Wind
4998,SF001771780,"BARKLY EAST, SF",-30.933,27.6,1819.0,2022-09-24,0.0,20.6,26.0,6.6,0.17144374407064744,-2.833158554303832,0.7447635719670638,1,Wind
6514,SF000068994,"MARION ISLAND, SF",-46.883,37.867,21.0,2023-04-07,3.0,10.8,14.5,6.9,13.143531748754505,1.7120551119220986,0.636229615052584,1,Wind
5174,SF000068858,"EAST LONDON, SF",-33.033,27.833,125.0,2022-09-05,0.0,12.3,14.9,8.7,11.304216215748742,0.30095462508178744,-2.3931543476505377,1,Wind
10624,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-07-17,0.0,10.0,22.5,2.3,9.210826029718984,-5.6739748124479465,5.426111977580544,1,Wind
8343,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2022-08-14,0.0,7.4,23.3,2.4,9.586327525380113,-6.40769319083212,6.88457052407357,1,Wind
9409,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2022-08-23,0.0,12.1,27.2,3.7,4.009018243737866,-6.227522858367253,6.288644633023854,1,Wind
7315,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2022-07-29,0.0,16.4,20.4,8.9,5.2184732680154475,-0.6859522879312369,-1.40891732694886,1,Wind
2447,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2022-11-26,0.0,17.4,23.9,9.3,1.8705899692699781,-1.5024608364824357,-0.2304860815842381,1,Wind
4209,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-09-23,0.0,15.7,24.7,10.3,1.464995160923085,-1.6484227904539803,0.43054047947289165,1,Wind
2596,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-07-31,0.0,5.6,13.8,0.2,18.81956292132171,-4.52398119296259,3.8176234898415986,1,Wind
7630,SF000288380,"GEORGE AIRPORT, SF",-34.017,22.383,190.0,2022-10-22,0.0,16.7,20.6,11.1,3.9204477865160414,0.31239511355561983,-2.454729061603994,1,Wind
8084,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-07-28,3.0,11.5,20.5,6.6,8.271352313120433,-0.336972871233674,3.541826686630864,1,Wind
8291,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2023-04-04,1.0,20.1,20.5,13.6,1.4930901413757791,2.9517218495261313,-4.512073124500432,1,Wind
2394,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2022-08-29,0.0,12.4,21.1,8.3,6.563576530960555,-1.9790451661205335,0.9139973848500275,1,Wind
6861,SF001290070,"CAPE HERMES, SF",-31.633,29.55,47.0,2022-08-19,0.0,16.4,20.3,12.9,3.4445024376665687,1.1812161199282945,-3.316899169241953,1,Wind
1801,SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0,2022-07-28,0.0,11.8,20.2,5.8,8.673550201432505,-2.9343882231438263,1.8684350880959755,1,Wind
3909,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-08-27,0.0,11.4,18.0,8.1,9.503631266056017,-1.2074123068955684,-0.15317609440844143,1,Wind
3562,SFM00068816,"CAPE TOWN INTERNATIONAL, SF",-33.965,18.602,46.0,2023-02-14,0.0,21.6,26.0,0.0,2.823818858527536,-5.662865265453405,3.386943401933554,1,Wind
1028,SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0,2022-09-07,0.0,15.8,22.9,11.6,2.240731826619125,-0.4188317414255726,-1.1336246371544132,1,Wind
7136,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-11-09,0.0,21.6,29.1,0.0,0.3810952323276299,-6.720953512686875,4.968761329055797,1,Wind
7012,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-07-08,0.0,13.1,23.7,2.0,7.14966588053034,-5.617144058588565,4.870130561389251,1,Wind
11464,SF001753710,"ALIWAL NORTH, SF",-30.8,26.883,1351.0,2022-07-30,1.0,7.4,17.7,-0.2,15.231069193760415,-4.890566796677441,5.822502203480303,1,Wind
10640,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-08-02,0.0,10.9,19.9,9.1,7.74563232941581,-1.4950606553650663,0.562984688869659,1,Wind
8085,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-07-29,0.0,12.7,19.4,6.7,8.522834188056718,-2.073576767187079,0.6627920246930491,1,Wind
