,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN,component 1,component 2,component 3,K-means PCA,Segment
2774,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2023-01-27,0.0,28.5,34.2,13.9,-12.86832875953402,-0.7477328260132705,-1.7922103212872076,0,Solar
4315,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2023-01-16,4.1,24.4,32.2,16.1,-10.538261801305953,3.4129614016245564,0.3076943784465982,0,Solar
6913,SF001290070,"CAPE HERMES, SF",-31.633,29.55,47.0,2022-10-19,0.0,22.9,28.3,19.5,-8.546870762325081,2.741399227356747,-5.040443281936242,0,Solar
2967,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2022-10-27,0.0,21.4,30.0,15.8,-7.56557910489903,0.17339315373369435,-1.822615930545508,0,Solar
6734,SF003044460,"MTUNZINI, SF",-28.95,31.7,38.0,2022-09-02,0.0,21.5,30.4,13.6,-6.902215917598463,-0.9518240967861817,-0.6393645574096679,0,Solar
11618,SF001753710,"ALIWAL NORTH, SF",-30.8,26.883,1351.0,2023-03-19,20.1,20.4,31.3,11.7,-5.7277848789278245,13.68003255831787,12.992505463305388,0,Solar
4880,SFM00068461,"BETHLEHEM, SF",-28.248,28.336,1695.0,2023-02-23,0.0,20.3,28.0,9.8,-2.7653138686837653,-2.107807978499724,0.4062659033427919,0,Solar
10561,SF003605120,"TAUNG, SF",-27.55,24.767,1100.0,2023-02-25,0.0,27.9,38.2,17.4,-17.398586919201357,-0.6259831578695307,-1.1229129518140202,0,Solar
4535,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-11-24,0.0,24.7,36.7,14.8,-13.71730782612798,-1.9288501145206098,0.668461684360011,0,Solar
11570,SF001753710,"ALIWAL NORTH, SF",-30.8,26.883,1351.0,2022-11-26,0.0,17.1,28.6,11.5,-2.7305090326987482,-2.156930124368866,1.272967502317022,0,Solar
2966,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2022-10-26,0.0,23.4,30.0,17.0,-8.930794996025714,1.1129112355340063,-3.2232959177825005,0,Solar
414,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2023-01-24,0.0,28.0,37.3,20.0,-17.934177799636895,0.8921578525696108,-2.8313511294312628,0,Solar
4270,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-11-30,0.0,24.8,30.8,15.5,-9.432956915940053,0.42519249183394103,-2.7092418882162432,0,Solar
10787,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2023-01-04,7.9,24.3,32.7,17.5,-11.43468439889887,6.893801121011947,2.1909466350600844,0,Solar
9173,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2022-09-09,0.0,22.3,32.1,11.2,-7.4538671676345425,-2.476045106917207,1.0048199178094712,0,Solar
2484,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2023-01-15,0.0,21.9,26.4,19.3,-6.552386463177974,3.1034495392655304,-5.495300144244165,0,Solar
7503,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2023-03-23,0.0,18.9,29.2,12.7,-4.487571603687275,-1.4611640285391811,0.2628051585525866,0,Solar
4035,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2023-01-02,0.0,22.0,29.6,15.1,-7.168970109751274,0.10602141388297145,-1.95483226945011,0,Solar
4100,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2023-03-09,0.0,18.8,28.8,12.8,-4.178231398481942,-1.2982909557004745,0.054455400629030905,0,Solar
5935,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2023-03-18,0.0,25.7,31.9,22.3,-13.813659460417304,3.3412271280252646,-5.684392941329616,0,Solar
10593,SF003605120,"TAUNG, SF",-27.55,24.767,1100.0,2023-03-29,16.0,20.9,30.2,12.4,-5.501491590775502,11.205085239752348,9.482958159678699,0,Solar
10363,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2023-02-08,0.0,23.7,30.9,18.6,-10.502487976826641,1.5973800050822797,-3.6333796405844008,0,Solar
5052,SF001771780,"BARKLY EAST, SF",-30.933,27.6,1819.0,2022-12-23,0.0,20.2,25.1,14.5,-2.6167188769322913,1.0163540761683527,-3.2132422494070276,0,Solar
12095,SF000068438,"KIMBERLEY, SF",-28.8,24.767,1196.0,2023-01-21,0.0,27.0,36.1,0.0,-7.320072839737361,-8.05824580625947,6.262906216340679,0,Solar
8457,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2023-01-06,4.1,17.8,24.9,13.0,-0.6791744074045032,3.198281748240684,0.8057668265068635,0,Solar
9855,SF004348880,"OTTOSDAL, SF",-26.817,26.017,1500.0,2023-04-06,0.0,19.9,29.1,9.3,-3.2386136462436848,-2.7903096376125265,1.368394237735427,0,Solar
10739,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-11-10,0.0,23.3,34.9,15.1,-11.871340032919973,-1.4497235400653463,0.201230444599127,0,Solar
2958,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2022-10-18,0.0,23.4,30.1,16.8,-8.91695411402085,0.9871275301451654,-3.0794217601592613,0,Solar
8146,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-10-03,0.0,20.7,32.3,10.5,-6.639719471225312,-3.1767759558639104,2.10671457235025,0,Solar
7508,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2023-03-28,0.0,15.4,27.8,13.5,-2.3385353514506493,-1.2985228830230395,0.6533330430532868,0,Solar
9264,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2022-12-30,0.0,20.9,27.1,14.9,-4.661231323573826,0.653382643293577,-2.673667772734663,0,Solar
4461,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-09-11,0.0,20.3,34.8,12.2,-9.23520735906449,-3.3289538292748406,2.7618867915342182,0,Solar
570,SFM00068263,"PRETORIA IRENE, SF",-25.917,28.217,1500.0,2022-09-29,0.0,23.5,27.8,13.2,-5.47758851749923,0.14190822596591457,-2.6239483650206195,0,Solar
10735,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-11-06,0.0,25.4,36.4,14.3,-13.53260405469931,-1.9192215507122536,0.45224428982528564,0,Solar
10078,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2023-02-05,0.0,23.4,35.0,20.0,-14.260248087485605,0.7810946850706373,-2.064693273648971,0,Solar
2652,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-09-25,0.0,23.0,28.8,13.8,-6.341132790510379,-0.021856864908097087,-2.181329498700708,0,Solar
10791,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2023-01-08,0.0,24.6,33.9,14.3,-11.238911494024258,-1.221767426387017,-0.4859779888325553,0,Solar
10970,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-10-01,0.0,18.7,28.7,11.3,-3.364176455592531,-1.9710281312574212,0.7419669799619991,0,Solar
6172,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2023-02-08,0.0,21.8,23.9,16.4,-3.1987217200545968,2.6083146732201667,-5.382487388670765,0,Solar
4527,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2022-11-16,0.0,23.8,38.4,13.8,-14.229450430546501,-3.1426743941874045,2.3797660969145222,0,Solar
1324,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2022-10-21,0.0,22.4,28.5,19.8,-8.641077117203155,2.7132114283581172,-4.866763834267319,0,Solar
9063,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2023-02-28,0.0,23.5,31.0,18.4,-10.407708556709439,1.4326355873809027,-3.4051461479638783,0,Solar
2773,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2023-01-26,0.0,22.0,31.6,17.4,-9.810262647171653,0.4773798391496654,-2.0020539626221816,0,Solar
6178,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2023-02-14,0.0,25.4,35.1,19.8,-15.055792586604055,1.0449181028071517,-2.7644124659985576,0,Solar
11041,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-12-12,0.0,23.3,32.5,19.8,-12.157201991869817,1.5232594760439226,-3.2053254519199403,0,Solar
7468,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2023-01-29,0.0,28.7,35.5,17.9,-15.826403636601631,0.6805499889565848,-3.0701821121352806,0,Solar
5808,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2022-11-09,0.0,22.8,26.1,20.8,-7.375005413200595,4.0685570798446795,-6.724354602549779,0,Solar
1914,SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0,2022-11-18,0.0,22.3,32.2,11.4,-7.6253031222974705,-2.4185251594143966,0.9629985296779899,0,Solar
141,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2022-12-28,0.0,28.4,33.3,14.8,-12.53555454601911,-0.04759305267618338,-2.627083094449602,0,Solar
9994,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-11-13,0.0,18.9,26.3,14.1,-2.850911978482697,0.17022324592903756,-1.866894409219423,0,Solar
3075,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2023-02-12,0.0,20.5,32.0,13.2,-7.573006971633482,-1.876041374328755,0.784549819265529,0,Solar
10267,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-11-03,2.0,19.6,27.1,14.4,-3.8479743887808677,1.7654382814306637,-0.7164363075184109,0,Solar
3093,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2023-03-02,0.0,20.6,30.7,14.7,-7.283896405916483,-0.7254578935695952,-0.6173311465097439,0,Solar
5663,SF002760720,"VIOOLSDRIF, SF",-28.7,17.6,168.0,2023-03-29,0.0,22.3,35.1,15.0,-11.57792320584943,-1.7586167727369695,0.7715037755159806,0,Solar
6914,SF001290070,"CAPE HERMES, SF",-31.633,29.55,47.0,2022-10-20,0.0,21.8,24.1,19.3,-4.699573858554141,3.86900239879861,-6.626727325900736,0,Solar
9531,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2023-01-04,0.0,20.7,33.7,16.9,-10.707314366516377,-0.7217638147996994,-0.1500447732829862,0,Solar
3286,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2023-02-14,0.3,23.0,28.6,16.8,-7.564779934176541,1.6603487648077904,-3.4995824080217997,0,Solar
4629,SF003174470,"UPINGTON AGR., SF",-28.45,21.25,794.0,2023-02-26,0.0,29.4,41.0,16.8,-19.934041717254974,-1.5644259052674123,-0.04832587277695419,0,Solar
2723,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-12-05,0.0,19.6,29.1,12.7,-4.6920589507514086,-1.2906696565022913,-0.08347889868378207,0,Solar
7122,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-10-26,0.0,26.4,33.4,10.6,-9.85955991621303,-2.3960204101068996,0.21733987069368282,0,Solar
1171,SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0,2023-03-02,0.0,20.7,27.5,16.0,-5.404994231614036,0.9819794606610228,-2.8958656495793496,0,Solar
6727,SF003044460,"MTUNZINI, SF",-28.95,31.7,38.0,2022-08-25,0.0,22.7,31.3,14.9,-8.699174692404034,-0.42950986150023657,-1.2897936283832987,0,Solar
8519,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2023-03-21,18.0,17.3,27.7,13.2,-2.3896527786353214,13.318126531768517,10.531151835013883,0,Solar
4802,SFM00068461,"BETHLEHEM, SF",-28.248,28.336,1695.0,2022-11-10,0.3,18.3,25.8,11.1,-0.8161983488079175,-0.9116124178384106,-0.2997152814654818,0,Solar
1906,SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0,2022-11-10,0.0,17.2,27.7,10.4,-1.5522891739572242,-2.3343479031775036,1.2822131229309552,0,Solar
339,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2022-10-22,0.0,24.9,32.8,19.2,-12.763187650753865,1.457594058377685,-3.448577659028483,0,Solar
4758,SFM00068461,"BETHLEHEM, SF",-28.248,28.336,1695.0,2022-09-27,0.0,21.2,28.9,8.5,-3.236565397980196,-2.8354085554783177,1.0893968822707736,0,Solar
1224,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2022-07-13,0.0,18.2,24.0,13.3,-0.3847300861862842,0.45228666274120805,-2.3738524943747037,0,Solar
7994,SF000981900,"CRADOCK, SF",-32.167,25.617,102.0,2023-02-08,9.9,16.8,31.0,15.5,-6.077986527525924,6.690927921147993,6.592227241092366,0,Solar
3826,SF000414170,"MALMESBURY, SF",-33.467,18.717,102.0,2023-03-18,0.0,18.8,24.9,15.8,-2.4947037566582315,1.4076297197645027,-3.328290197620653,0,Solar
191,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2023-02-22,0.0,20.4,28.9,8.0,-2.6812151996961333,-3.2203809708430247,1.6589536544533066,0,Solar
8643,SF001344780,"CALVINIA, SF",-31.467,19.767,975.0,2022-10-10,0.0,25.1,34.9,16.8,-13.38721343176907,-0.32003660446300713,-1.3472096398339823,0,Solar
1402,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2023-01-09,0.0,22.3,27.7,19.0,-7.599673884179174,2.6001787979626663,-4.861404153226265,0,Solar
4049,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2023-01-16,0.5,21.3,29.2,16.4,-7.158754702405298,1.1005307670298077,-2.1729965707608514,0,Solar
10803,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2023-01-20,0.0,25.1,34.4,19.2,-14.104886770130664,0.9504447076019785,-2.716514838091705,0,Solar
10777,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-12-25,0.0,22.4,34.2,14.9,-10.862895438777384,-1.4777754193164792,0.31651053174311145,0,Solar
8477,SF002966820,"FICKSBURG, SF",-28.817,27.9,1614.0,2023-01-29,0.0,25.2,28.6,15.5,-7.861288192926074,1.2540152532053446,-4.000541022620142,0,Solar
4302,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2023-01-03,0.0,22.1,28.8,14.9,-6.486420669841309,0.30690497513753434,-2.3123752420384207,0,Solar
7107,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2022-10-11,0.0,25.8,33.7,17.5,-13.04916234338251,0.5466898285074381,-2.5797511343457775,0,Solar
7223,SFM00068242,"MAFIKENG, SF",-25.798,25.548,1274.4,2023-02-04,14.0,24.1,31.6,16.7,-9.946960094586034,11.726694765852827,5.674574713760708,0,Solar
6187,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2023-02-23,0.0,24.9,36.7,12.4,-12.686585344233567,-2.9897113195579843,1.6982756238910572,0,Solar
11117,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2023-02-27,0.0,24.1,31.6,16.5,-10.243244414848604,0.47403409942507513,-2.470012002145529,0,Solar
175,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2023-02-06,0.3,24.3,29.9,15.9,-8.698375521681543,1.0574457495738603,-2.9667601058595916,0,Solar
6125,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2022-12-13,8.9,23.1,32.0,18.2,-10.69392468447628,8.016956309439793,2.603338924522123,0,Solar
340,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2022-10-23,0.0,26.8,31.5,18.8,-12.322458953875843,2.0881315987143187,-4.727638797444372,0,Solar
5821,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2022-11-22,0.0,23.4,28.4,19.7,-8.920653062268833,2.896320955640898,-5.293163007560933,0,Solar
5927,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2023-03-10,0.3,26.5,30.0,24.8,-13.789906593104558,5.530387982907988,-7.975412299126375,0,Solar
9624,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2023-04-07,0.0,18.9,35.6,14.5,-10.3643596937502,-2.820737842879716,2.692863826392582,0,Solar
10800,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2023-01-17,0.0,27.0,37.1,21.2,-17.927720546420556,1.3155290075679162,-3.0686938612007695,0,Solar
10491,SF003605120,"TAUNG, SF",-27.55,24.767,1100.0,2022-12-10,0.0,21.4,31.0,13.7,-7.380851075683421,-1.1302698133776288,-0.337450467874432,0,Solar
10870,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2023-04-05,0.0,22.2,30.6,10.4,-5.860881180307358,-2.3501545847115515,0.6529949056293739,0,Solar
5413,SF002760720,"VIOOLSDRIF, SF",-28.7,17.6,168.0,2022-07-21,0.0,17.8,25.6,12.1,-0.9277830812227178,-0.7216557836470605,-0.8316250311819133,0,Solar
3069,SF002146700,"SPRINGBOK, SF",-29.667,17.9,1007.0,2023-02-06,0.0,23.4,28.2,19.0,-8.43882352544214,2.643803320966537,-5.070248571981927,0,Solar
12346,SF000068712,"CAPE COLUMBINE, SF",-32.833,17.85,67.0,2022-12-27,0.0,18.1,22.4,14.1,0.5459460907987678,1.345523675456486,-3.519486074319568,0,Solar
411,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2023-01-21,0.0,28.3,37.7,20.1,-18.417094961288463,0.8598973184892662,-2.8002084793823503,0,Solar
8216,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2023-01-05,4.1,15.5,27.4,14.0,-2.1815117190078976,2.355195715300275,2.5873199332357797,0,Solar
4013,SF000570480,"GRAHAMSTOWN, SF",-33.283,26.5,642.0,2022-12-11,6.1,20.6,26.0,18.2,-5.032125326049678,7.34565837411762,-1.0512393705212926,0,Solar
10758,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-11-29,0.0,27.7,37.5,19.7,-17.831407437625618,0.6279752865460373,-2.463487698127538,0,Solar
1230,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2022-07-19,0.0,20.3,26.6,14.6,-3.885470400090844,0.5696821614023071,-2.536450032156168,0,Solar
8129,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2022-09-11,0.0,20.8,29.2,8.1,-3.1258040940748315,-3.199029269824085,1.5968902522576964,0,Solar
1297,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2022-09-24,0.0,19.4,23.2,17.1,-2.00011097257205,2.700490670631235,-5.0523272669952854,0,Solar
6845,SF003044460,"MTUNZINI, SF",-28.95,31.7,38.0,2023-04-10,3.0,20.7,32.1,18.5,-10.104320545080972,2.9492056112798495,0.05591542107483614,0,Solar
3304,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2023-03-10,0.0,21.9,33.5,10.8,-8.209878763348497,-3.215116489636141,2.0736035200010607,0,Solar
11092,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2023-02-01,0.0,26.1,35.4,18.6,-15.019639568980928,0.5289740003970295,-2.3495043469872505,0,Solar
2441,SF000347620,"UITENHAGE, SF",-33.7,25.433,157.0,2022-11-20,0.0,23.5,26.4,20.9,-7.941002114747787,4.148349849332422,-6.912957007241313,0,Solar
1290,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2022-09-17,0.0,20.3,27.0,18.3,-5.914471284584024,2.128713434878026,-4.050028291403828,0,Solar
155,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2023-01-11,0.0,27.7,34.9,15.9,-14.022541544726847,-0.22598056340625972,-2.0260660168505336,0,Solar
6767,SF003044460,"MTUNZINI, SF",-28.95,31.7,38.0,2022-12-05,2.0,24.6,31.4,20.9,-12.270480499589,4.250469654183745,-3.648837756891915,0,Solar
3835,SF000414170,"MALMESBURY, SF",-33.467,18.717,102.0,2023-03-27,0.3,21.4,31.9,11.0,-6.831076196452884,-2.4355919057409423,1.5517483820139222,0,Solar
7480,SF004722810,"LICHTENBURG, SF",-26.133,26.167,1487.0,2023-02-15,0.0,20.7,26.2,17.0,-4.843818351006132,1.8839530191493494,-4.023447515662578,0,Solar
5750,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2022-09-12,4.1,16.3,24.0,14.5,-0.05774568210497042,3.9006520147274957,0.28286607969336997,0,Solar
1071,SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0,2022-10-25,5.1,21.4,31.4,14.4,-7.878596687536599,3.119780140832691,2.5424675726666286,0,Solar
6910,SF001290070,"CAPE HERMES, SF",-31.633,29.55,47.0,2022-10-16,0.0,20.4,23.0,17.9,-2.617762263811229,3.330165295863244,-5.947567802982897,0,Solar
9057,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2023-02-22,0.0,20.3,30.9,9.6,-4.957804003891716,-3.1892842942929875,1.9788788338506376,0,Solar
5924,SFM00068588,"DURBAN INTERNATIONAL, SF",-29.97,30.951,10.1,2023-03-07,3.0,23.3,28.2,20.3,-8.917163388714197,5.611704588132837,-3.8664148948753603,0,Solar
10235,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-10-02,0.0,19.4,33.8,7.3,-5.813367325088271,-5.408427993173833,4.906010387058543,0,Solar
6039,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2022-09-17,0.0,16.2,31.9,10.4,-4.457093009214792,-3.9626903803468165,3.8471179572442766,0,Solar
11826,SFM00068842,"PORT ELIZABETH INTERNATIONAL, SF",-33.985,25.617,68.9,2022-12-31,0.0,20.7,24.9,16.2,-3.4488967053931696,1.9610601396252425,-4.31539942584956,0,Solar
309,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2022-09-19,0.0,29.9,36.1,0.0,-8.493681642366168,-7.493315477727704,5.039695858880083,0,Solar
1406,SFM00068591,"MARGATE, SF",-30.85,30.333,154.0,2023-01-13,0.0,24.9,31.9,20.9,-12.841436379630712,2.5438214936543395,-4.6970211911989574,0,Solar
4285,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2022-12-15,9.9,20.6,23.7,15.0,-1.6320025538063525,9.69367905181171,1.4965932218882447,0,Solar
2005,SF002613650,"BLOEMFONTEIN AIRPOR, SF",-29.1,26.3,1354.0,2023-02-17,41.9,20.0,27.1,14.3,-2.8551024508386473,33.606408986781325,22.637957201958958,0,Solar
6161,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2023-01-24,0.0,22.5,36.6,16.1,-13.350336089733624,-1.7275491991176182,0.9418774608813952,0,Solar
8958,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2022-11-11,0.0,18.3,30.5,11.7,-4.805931869958185,-2.480019723965113,1.6434650296276612,0,Solar
467,SF000068296,"SKUKUZA, SF",-24.983,31.6,271.0,2023-03-18,0.0,25.3,35.2,17.6,-14.075098252204072,-0.016864223196213734,-1.6498809121030709,0,Solar
3246,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2022-11-15,0.0,23.9,29.8,15.4,-8.234438921977324,0.5453621626347684,-2.7934648417485777,0,Solar
130,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2022-11-29,0.0,25.4,30.0,16.5,-9.508584331314292,1.273388792544798,-3.8347698355619255,0,Solar
3232,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2022-10-22,0.0,24.8,32.6,16.8,-11.453462289032903,0.40655554275753747,-2.3942774864932703,0,Solar
183,SF001447910,"NOUPOORT, SF",-31.183,24.95,1496.0,2023-02-14,0.0,23.8,31.8,14.7,-9.445685915333108,-0.4775371649421921,-1.4057902742615982,0,Solar
10733,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-11-04,0.0,24.1,33.0,16.3,-11.25377150512112,-0.0954640322229624,-1.6627948428258643,0,Solar
8718,SF001344780,"CALVINIA, SF",-31.467,19.767,975.0,2022-12-24,0.0,17.3,27.6,11.6,-2.0697914166877345,-1.7308247094032665,0.6319204334222708,0,Solar
11016,SF000456110,"LAINGSBURG, SF",-33.2,20.867,656.0,2022-11-17,0.0,19.4,30.1,13.2,-5.630691821764106,-1.4418195921304136,0.27902485157888746,0,Solar
10567,SF003605120,"TAUNG, SF",-27.55,24.767,1100.0,2023-03-03,0.0,21.4,27.9,15.7,-5.864511632822468,0.8443366983140989,-2.8477461237702824,0,Solar
9500,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2022-11-27,0.0,20.6,30.5,13.3,-6.477832404921161,-1.2987569208043455,-0.06944950585997674,0,Solar
9322,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2023-03-09,0.0,22.1,32.1,11.5,-7.511886257023054,-2.3775280795610034,0.9499075934907119,0,Solar
4314,SF001506200,"ELLIOT, SF",-31.333,27.85,1463.0,2023-01-15,0.0,21.6,34.0,16.0,-10.891057514506421,-1.0612694652285486,0.04123235141499854,0,Solar
10322,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-12-29,2.0,18.0,33.6,13.4,-7.859113853599637,-1.2230786805947336,3.7393922453287765,0,Solar
9065,SF000782270,"FORT BEAUFORT, SF",-32.783,26.633,455.0,2023-03-02,0.0,23.2,31.9,15.1,-9.46694467399293,-0.4452475279311611,-1.2873814302785949,0,Solar
9571,SF000227590,"WORCESTER, SF",-33.617,19.467,270.0,2023-02-13,0.0,26.8,36.2,18.9,-16.07226237050717,0.5297592016155184,-2.3758226008267456,0,Solar
10300,SF000236780,"ROBERTSON, SF",-33.8,19.9,204.0,2022-12-07,0.0,21.2,33.6,10.3,-7.773795370449627,-3.6147404277875954,2.65200700943083,0,Solar
9730,SF004348880,"OTTOSDAL, SF",-26.817,26.017,1500.0,2022-11-01,0.0,21.4,30.8,14.7,-7.686448094694838,-0.6037469232624697,-0.9037421017529929,0,Solar
10695,SF003211100,"POSTMASBURG, SF",-28.333,23.067,1321.0,2022-09-26,0.0,21.9,33.7,18.2,-11.795095314360681,0.10773733097338276,-1.2597113069695274,0,Solar
1193,SF003724960,"VRYHEID, SF",-27.783,30.8,1163.0,2023-03-25,0.0,20.4,25.8,17.3,-4.546178026022361,2.099517206121345,-4.2402857114662105,0,Solar
3325,SF004322370,"VRYBURG, SF",-26.95,24.633,1234.0,2023-04-01,0.3,20.8,29.2,10.6,-4.275450264564313,-1.814216964108793,0.6128095446217645,0,Solar
9209,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2022-10-15,0.0,26.6,33.0,15.1,-11.70967272152189,-0.15836608699122232,-2.1601998930277335,0,Solar
6206,SF000508870,"WILLOWMORE, SF",-33.283,23.5,842.0,2023-03-14,0.0,24.9,34.4,15.6,-12.356456702008215,-0.7382488807354219,-0.9608955913019289,0,Solar
10037,SF000104560,"RIVERSDALE, SF",-34.083,21.25,116.0,2022-12-26,0.3,19.7,28.2,10.5,-2.99599373248925,-1.7330080056205008,0.612945926086712,0,Solar
9323,SF004371040,"POTCHEFSTROOM, SF",-26.733,27.067,1351.0,2023-03-10,0.0,20.3,32.3,8.9,-5.736735048329488,-3.987911992055589,3.018215425363701,0,Solar
2707,SFM00068538,"DEAAR UA, SF",-30.667,24.017,1287.0,2022-11-19,0.0,17.1,30.2,10.7,-3.6207159406276315,-3.069647493240411,2.4607807497605245,0,Solar
8277,SF003336820,"VAN REENEN, SF",-28.367,29.383,1680.0,2023-03-18,0.0,17.8,25.1,13.3,-1.089625909580944,-0.0010854302570295687,-1.6438435921754722,0,Solar
